Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
Éloge de la fuite,18.58,""" Se révolter, c&#39est courir à sa perte, car la révolte, si elle se réalise en groupe, retrouve aussitôt une échelle hiérarchique de soumission à l&#39intérieur du groupe, et la révolte, seule, aboutit rapidement à la soumission du révolté... Il ne reste plus que la fuite. "" Henri Laborit pose, à la lumière des découvertes biologiques, la question de notre libre arbitre, de notre personnalité même. La politique, la société, tout prend dès lors une autre dimension.",978-2070322831,https://m.media-amazon.com/images/I/81RXAPGCGPL._SY522_.jpg,FOLIO ESSAIS (12 février 1985),Correspondances et memoires
Antifragile: Les bienfaits du désordre,8.71,[FORMAT POCHE],978-2251451350,https://m.media-amazon.com/images/I/51VMBtUnWYL._SY522_.jpg,Belles Lettres; 1er édition (10 septembre 2020),Correspondances et memoires
"Baby clash, devenir parents sans s&#39étriper !",5.72,"« On peut s’aimer très fort, se respecter par-delà les montagnes, l’arrivée d’un enfant est un chamboulement tel que la branche est susceptible de craquer. Il ne faut pas en avoir honte ni imaginer qu’on a foiré nos plantations. On est simplement comme tout le monde : l’enfant est là, ce n’est pas toujours simple, et notre couple se démerde comme il peut. »",978-2036043657,https://m.media-amazon.com/images/I/71hq3R4AZ3L._SY522_.jpg,Larousse (3 janvier 2024),Correspondances et memoires
Factfulness: Penser clairement ça s&#39apprend !,14.5,"Nous nous croyons rationnels et informés. Ce n&#39est pas le cas. Nous nous trompons systématiquement, quel que soit notre niveau d&#39études, y compris - peut-être même plus - sur les sujets que nous croyons bien connaître. Mais, comme le met au jour Hans Rosling, statisticien de génie et star des conférences TED, les raisons pour lesquelles nous nous trompons sont toujours les mêmes ! Hérité d&#39un ancestral instinct de survie, c&#39est le fonctionnement même de notre cerveau qui nous induit en erreur : En nous incitant à chercher un coupable à tout phénomène ; En résumant la plupart des problèmes en une stérile opposition binaire ; En nous intimant de réagir dans l&#39urgence (confondant ainsi peur et danger), En étant facilement ébloui par les gros chiffres ; En dramatisant à l&#39excès (et en adorant ça)... Ce livre nous apprend à repérer les situations où nos biais de pensée déforment notre vision des choses. Indispensable pour comprendre le monde tel qu&#39il est, Factfulness permet de prendre, enfin, la saine habitude de ne fonder son opinion que sur des faits.",978-2081427112,https://m.media-amazon.com/images/I/71Q1wF9LtLL._SY522_.jpg,FLAMMARION; Illustrated édition (13 février 2019),Correspondances et memoires
Le génocide voilé: Enquête historique,11.68,"Cette étude éclaire un drame passé à peu près inaperçu : la traite des Noirs d&#39Afrique par le monde arabo-musulman. Cette traite a concerné dix-sept millions de victimes tuées, castrées ou asservies, pendant plus de treize siècles sans interruption. Les razziés étaient contraints de traverser le désert à pied pour rejoindre le Maghreb, l&#39Égypte ou la péninsule Arabique via Zanzibar, par bateaux... Pourtant, cette traite négrière a été minimisée, contrairement à la traite occidentale vers l&#39Amérique. Pourquoi ? Parce que seule la conversion à l&#39islam permettait d&#39échapper à l&#39esclavage, mais n&#39a pas épargné les Noirs. Toutefois, de nos jours la majeure partie de l&#39Afrique est devenue musulmane, d&#39où une forme de fraternité religieuse entre le côté ""blanc"" et le côté ""noir"" du continent, et une volonté commune de ""voiler"" ce génocide. Un livre polémique et courageux.",978-2072718496,https://m.media-amazon.com/images/I/518qVpthPDL._SY445_SX342_.jpg,FOLIO (9 mars 2017),Correspondances et memoires
Le cygne noir: La puissance de l&#39imprévisible - Suivi de Force et fragilité - Réflexions philosophiques et empiriques,18.98,,978-2251451367,https://m.media-amazon.com/images/I/4171pTf0sNL._SY445_SX342_.jpg,Belles Lettres; 1er édition (10 septembre 2020),Correspondances et memoires
Vous avez le pouvoir de vous guérir: Stimulez vos capacités d&#39auto-guérison avec la médecine énergétique,12.11,LA MÉDECINE ÉNERGÉTIQUE À LA PORTÉE DE TOUS,978-2035989499,https://m.media-amazon.com/images/I/71lEXgRVxUL._SY522_.jpg,Larousse (14 avril 2021),Correspondances et memoires
Marseille 1940: Quand la littérature s&#39évade,13.93,Après le succès de,978-2246838364,https://m.media-amazon.com/images/I/81uaby1kxbL._SY522_.jpg,Grasset; Illustrated édition (5 février 2025),Correspondances et memoires
Simulacres et simulation,5.48,"Dans cet essai, Jean Baudrillard promène un oeil critique sur les artefacts du monde contemporain. Des parcs d&#39attractions californiens et de leur promesse de ressusciter l&#39enfance au Forum des Halles parisien, ""sarcophage de la marchandise"", en passant par des prouesses biotechnologiques comme le clonage, l&#39auteur questionne notre rapport à la reproduction tous azimuts des images et des choses. Il entrevoit alors un nouveau régime des simulacres dans lequel le réel n&#39a pas fini d&#39être aboli. ""Cette course au réel et à l&#39hallucination réaliste est sans issue car, quand un objet est exactement semblable à un autre, il ne l&#39est pas exactement, il l&#39est un peu plus. Il n&#39y a jamais de similitude, pas plus qu&#39il n&#39y a d&#39exactitude. Ce qui est exact est déjà trop exact, seul est exact ce qui s&#39approche de la vérité sans y prétendre"".",978-2073039590,https://m.media-amazon.com/images/I/61w91nrkWxL._SY522_.jpg,GALLIMARD (13 juin 2024),Correspondances et memoires
Le post-partum dure 3 ans,18.94,"Vous avez toujours entendu dire que le post-partum s’étendait de l’accouchement au retour des règles ? Vous culpabilisez de ne pas avoir encore retrouvé votre corps et votre énergie d’avant bébé ?
Rassurez-vous, après des années d’expérience comme sage-femme, Anna Roy l’affirme haut et fort : cette période ne dure pas 3 mois… mais 3 ans !

Dans cet ouvrage, elle vous invite à relâcher la pression et réunit ses meilleurs conseils pour mieux vivre cette période tant au niveau psychique que physique.

Et parce que le post-partum n’est pas qu’une question de baby blues ou de kilos en trop, l’autrice souhaite également faire entendre sa voix en proposant des mesures juridiques et sociales indispensables au bien-être des femmes : personnel soignant supplémentaire, allongement du congé maternité, plan de retour au travail, meilleure prévention de la dépression post-partum…

Véritable poing sur la table, ce livre bouillonne d’idées pour accompagner au mieux les parents dans cette épopée.",978-2036028418,https://m.media-amazon.com/images/I/71Gd-e2e0sL._SY522_.jpg,Larousse (4 janvier 2023),Correspondances et memoires
De la tyrannie: Vingt leçons du XXᵉ siècle,19.24,"Entamé au lendemain de l&#39élection de Donald Trump, ce texte se présente comme un guide de résistance, proposant aux Américains - mais aussi à l&#39Europe - un bref catalogue d&#39idées pour préserver les libertés dans les années à venir. En vingt chapitres didactiques, l&#39historien explique les parallèles entre la situation actuelle aux États-Unis et l&#39histoire de l&#39Europe du XXᵉ siècle. Snyder propose une série de préceptes élémentaires : ne pas faire preuve d&#39obéissance anticipée, protéger les institutions, faire attention aux mots et s&#39élever contre l&#39usage dévoyé des termes patriotiques, chercher la vérité des faits, refuser l&#39État de parti unique, se sentir responsable du monde... Ce bréviaire tonique pour temps difficiles est fort utile pour comprendre l&#39avènement de Donald Trump et lutter contre la montée en force des extrémismes en Europe.",978-2072742521,https://m.media-amazon.com/images/I/71++7o+hLOL._SY522_.jpg,Gallimard (12 octobre 2017),Correspondances et memoires
Les routes de la liberté,13.65,"Le libéralisme de nos sociétés contemporaines serait-il en train de tuer nos libertés individuelles et collectives ? Au nom même de la liberté, les néolibéraux et leurs alliés de droite radicale enchaînent les mesures politiques et économiques qui la restreignent. Ces échecs ont poussé beaucoup d’insatisfaits à se tourner vers le populisme et des figures comme Donald Trump, Jair Bolsonaro ou encore Narendra Modi. Comment en sommes-nous arrivés là ?

S’attaquant à des géants de l’économie tels que Friedrich Hayek et Milton Friedman, le célèbre prix Nobel Joseph Stiglitz décrypte les conséquences du néolibéralisme, critiquant vigoureusement les dogmes économiques contemporains et l’influence des idéologies néolibérales sur les médias et l’éducation. L’économiste dénonce ainsi les idées reçues sur les marchés prétendument « libres » qui, au lieu de favoriser une prospérité générale, exacerbent les inégalités et concentrent la richesse entre les mains d’une élite minoritaire. Un essai d’une actualité brûlante qui ouvre de nouveaux horizons critiques et encourage à se réapproprier la notion de liberté.",979-1020923479,https://m.media-amazon.com/images/I/51rDz8TqRqL._SY522_.jpg,Les Liens qui Libèrent (8 janvier 2025),Correspondances et memoires
L&#39étrange défaite,14.81,Nouvelle édition,978-2070325696,https://m.media-amazon.com/images/I/41pjH4PGZeL._SY445_SX342_.jpg,FOLIO HISTOIRE (1 janvier 1990),Correspondances et memoires
Les chrétiens d&#39Orient et la France: mille ans d&#39une passion tourmentée,12.11,"Préface de Jean-François Colosimo Le christianisme va-t-il mourir là même où il est né ? La France, pourtant protectrice des chrétiens d&#39Orient depuis un millénaire, les aurait-elle abandonnés ? Le sort des bâtisseurs de la civilisation dont nous sommes les héritiers représente un enjeu vital, une pièce du puzzle tout à fait déterminante pour la stabilité de la région et pour l&#39équilibre mondial. C&#39est un roman vrai, sans doute l&#39une des sagas les plus étonnantes et les plus tragiques de notre temps que Carine Marret retrace dans ce livre, mêlant la chronique historique à l&#39essai, tout en convoquant l&#39art et la littérature. L&#39auteur donne ainsi les clefs pour déchiffrer les enjeux existentiels et géopolitiques qui se jouent au Moyen-Orient, dont les conséquences se font ressentir dans le monde entier et a fortiori en France, pays qui a construit une longue histoire humaine et diplomatique avec les chrétiens des origines. Une lecture passionnante pour rappeler les faits, dissiper les idées reçues et mieux comprendre les défis du monde d&#39aujourd&#39hui.",978-2940719754,https://m.media-amazon.com/images/I/51sOdfUwBeL._SY445_SX342_.jpg,BALLAND (30 janvier 2025),Correspondances et memoires
Danser sur le volcan: La mode et le luxe à la conquête de nos imaginaires,16.97,"Vous pouvez désormais dîner « Dior », voir un film « Saint Laurent », dormir « Armani » ou lire « Chanel ». Les maisons de mode et de luxe ne se contentent plus de vendre des sacs, du prêt-à-porter et du rouge à lèvres, elles investissent les sphères d’influence les plus symboliques – la culture, l’art, le sport, le monde universitaire ou la géopolitique.
Des slogans féministes utilisés pendant les défilés à la fourniture de matériel contre le Covid-19 en passant par le mécénat culturel, les géants du luxe s’éloignent progressivement d’un simple discours commercial pour proposer des visions du monde. L’art de vivre à la française et l’artisanat d’excellence cohabitent à présent avec le rythme effréné des fashion weeks, brouillant ainsi les frontières entre tradition, création et consommation.
Aussi critiqués que convoités, superficiels que profonds, la mode et le luxe cultivent l’art des paradoxes dans un contexte d’inquiétudes sociales et environnementales. Dans cette enquête saisissante, Sophie Abriat observe de l’intérieur ce monde de vanités et de rêves, grâce auquel il est encore possible de « danser sur le volcan ». Un livre qui offre une plongée inédite dans un univers réputé impénétrable.",978-2246836643,https://m.media-amazon.com/images/I/41t2vXwzqCL._SY445_SX342_.jpg,Grasset (15 janvier 2025),Correspondances et memoires
De l&#39inégalité parmi les sociétés: Essai sur l&#39homme et l&#39environnement dans l&#39histoire,5.03,"Pourquoi une telle domination de l&#39Eurasie dans l&#39histoire ? Pourquoi ne sont-ce pas les indigènes d&#39Amérique, les Africains et les aborigènes australiens qui ont décimé, asservi et exterminé les Européens et les Asiatiques ?L&#39inégalité dans la répartition des richesses entre les sociétés est liée aux différences de milieux, pas aux différences génétiques.Mobilisant des disciplines aussi diverses que la génétique, la biologie moléculaire, l&#39écologie des comportements, l&#39épidémiologie, la linguistique, l&#39archéologie et l&#39histoire des technologies, Jared Diamond montre notamment : - le rôle de la production alimentaire (c&#39est-à-dire la domestication des plantes et des animaux sauvages, puis l&#39augmentation des vivres par l&#39agriculture et l&#39élevage, qui permet d&#39entretenir des bureaucraties et des artisans spécialisés dans la production des armes) ;- l&#39évolution des germes caractéristiques des populations humaines denses favorisées par la révolution agricole (les germes eurasiens ont tué plus d&#39indigènes américains et non eurasiens que les fusils ou les armes d&#39acier des Eurasiens) ;- le rôle de la géographie dans la diffusion contrastée de l&#39écriture et de la technologie, selon la latitude en Eurasie, mais la longitude aux Amériques et en Afrique.À l&#39ère de la globalisation, Jared Diamond nous propose opportunément cet essai, en tout point singulier, sur l&#39origine et les fondements de l&#39inégalité parmi les sociétés.",978-2070347506,https://m.media-amazon.com/images/I/71QkQf2uudL._SY522_.jpg,FOLIO ESSAIS (27 septembre 2007),Correspondances et memoires
L&#39armée des ombres,8.61,,978-2020060691,https://m.media-amazon.com/images/I/31WNMRX1dAL._SY445_SX342_.jpg,Pocket (11 mai 2001),Correspondances et memoires
"Bordel, soyons libres !: 7 secrets pour vivre une vie puissante et affranchie",18.15,"Je m&#39appelle Harmony, j&#39ai 33 ans et j&#39ai purgé ma peine.",978-2036055469,https://m.media-amazon.com/images/I/71dOkAALp3L._SY522_.jpg,Larousse; Illustrated édition (10 avril 2024),Correspondances et memoires
Le Dernier voyage de Momoko Hidaka,12.55,,978-2493816467,https://m.media-amazon.com/images/I/71WZBURf-vL._SY522_.jpg,NAMI (21 août 2024),Correspondances et memoires
Les Lettres qataries,19.23,,978-2226493422,https://m.media-amazon.com/images/I/61P+xX+NlBL._SY522_.jpg,Albin Michel (22 janvier 2025),Correspondances et memoires
"Système 1, système 2 : Les deux vitesses de la pensée",6.89,"Comment prenons-nous nos décisions ? Qu&#39est-ce qui guide nos préférences et nos jugements ? Quand faut-il faire confiance à notre intuition ? Tels sont les fils rouges de cet ouvrage, dans lequel Daniel Kahneman nous emmène à la rencontre étonnante des deux ""personnages"" qui se partagent notre esprit.Le ""Système 1"" est rapide, intuitif et émotionnel ; le ""Système 2"" est lent, réfléchi et logique. Via de multiples expériences auxquelles le lecteur est invité à s&#39essayer lui-même, Daniel Kahneman expose les ravages des partis pris et autres biais cognitifs dont nous sommes les jouets : illusion de familiarité, effet de halo, biais optimiste, effet d&#39ancrage...Fruit de toute une vie de recherche, Système 1 / Système 2 dessine une théorie brillante qui offre des prolongements pratiques immédiats dans la vie quotidienne et professionnelle.",978-2081307827,https://m.media-amazon.com/images/I/61Ll4raDHRL._SY445_SX342_.jpg,FLAMMARION (24 février 2016),Correspondances et memoires
Terre brisée,14.97,,978-2385294076,https://m.media-amazon.com/images/I/915SuLdRUSL._SY522_.jpg,CHARLESTON (6 mars 2025),Correspondances et memoires
L&#39enracinement: Prélude à une déclaration des devoirs envers l&#39être humain,13.57,"""L&#39enracinement est peut-être le besoin le plus important et le plus méconnu de l&#39âme humaine. C&#39est un des plus difficiles à définir. Un être humain a une racine par sa participation réelle, active et naturelle à l&#39existence d&#39une collectivité qui conserve vivants certains trésors du passé et certains pressentiments d&#39avenir. Participation naturelle, c&#39est-à-dire amenée automatiquement par le lieu, la naissance, la profession, l&#39entourage. Chaque être humain a besoin d&#39avoir de multiples racines. Il a besoin de recevoir la presque totalité de sa vie morale, intellectuelle, spirituelle, par l&#39intermédiaire des milieux dont il fait naturellement partie."" Simone Weil.",978-2070325634,https://m.media-amazon.com/images/I/81I8vqFsEPL._SY522_.jpg,Gallimard (2 mars 1990),Correspondances et memoires
Les Perversions narcissiques,18.37,"Quel est le secret du pervers narcissique ? A-t-il une vie intérieure ? Comment agit-il ? Est-il toujours seul ? Que ne supporte-t- il pas ? Si l’on parle aujourd’hui de la perversion narcissique, c’est grâce à Paul-Claude Racamier. Le premier, il en a révélé l’existence et décrit le fonctionnement. Il savait de quoi il parlait : lui-même victime de pervers narcissiques dans l’institution psychiatrique qu’il dirigeait, il fait émerger dans ces pages puissantes et imagées un être glaçant, homme ou femme, qui adopte la stratégie du coucou pour se débarrasser de sa propre souffrance.",978-2228934404,https://m.media-amazon.com/images/I/51IZVaRBflL._SY445_SX342_.jpg,Payot (11 octobre 2023),Correspondances et memoires
Les Perversions narcissiques,10.68,"Quel est le secret du pervers narcissique ? A-t-il une vie intérieure ? Comment agit-il ? Est-il toujours seul ? Que ne supporte-t- il pas ? Si l’on parle aujourd’hui de la perversion narcissique, c’est grâce à Paul-Claude Racamier. Le premier, il en a révélé l’existence et décrit le fonctionnement. Il savait de quoi il parlait : lui-même victime de pervers narcissiques dans l’institution psychiatrique qu’il dirigeait, il fait émerger dans ces pages puissantes et imagées un être glaçant, homme ou femme, qui adopte la stratégie du coucou pour se débarrasser de sa propre souffrance.",978-2228934404,https://m.media-amazon.com/images/I/51IZVaRBflL._SY522_.jpg,Payot (11 octobre 2023),Correspondances et memoires
"Correspondance, écrits et entretiens I, II: Coffret deux volumes",17.53,"Si l&#39oeuvre de Maurice Ravel (1875-1937) est l&#39une des plus jouées au monde, sa correspondance et ses écrits sur la musique n&#39en demeurent pas moins méconnus. Épistolier paresseux selon la rumeur, l&#39auteur du Bolero a pourtant laissé quelque deux mille lettres et cartes, et pas moins de cent quarante-sept écrits, dont notamment vingt-huit articles et quatre-vingts entretiens. Réunis patiemment par Manuel Cornejo pendant plus d&#39un quart de siècle, ces textes apportent un éclairage indispensable sur la vie et l&#39oeuvre du compositeur. Concision du propos, sens de l&#39humour, élégance d&#39une plume qui ne rechigne pourtant pas à recourir à l&#39argot... Au fil des pages, c&#39est dans l&#39univers de Ravel que nous sommes invités à pénétrer, à peu près comme lorsqu&#39on passe les portes de sa maison du Belvédère à Montfort-l&#39Amaury. Ses valeurs et ses convictions, ses doutes et ses espoirs, son perfectionnisme, son amour de la nature et des animaux, ses goûts musicaux mais aussi littéraires - de Poe à Alain-Fournier en passant par Mallarmé - nous sont ainsi révélés à travers une voix dont les phonographes n&#39ont pas a priori gardé la trace, mais qui ressuscite ici dans toute sa vérité.",978-2073111111,https://m.media-amazon.com/images/I/61KuaDyfL8L._SX342_SY445_.jpg,GALLIMARD (13 mars 2025),Correspondances et memoires
Shaolin Spirit: La voie de la sagesse et de la maîtrise de soi,5.28,"« Il y a deux erreurs sur le chemin du succès : ne pas prendre le départ
et ne pas aller jusqu&#39au bout. »",978-2036070059,https://m.media-amazon.com/images/I/717l13fpHJL._SY522_.jpg,Larousse (9 octobre 2024),Correspondances et memoires
Autocratie(s): Quand les dictateurs s&#39associent pour diriger le monde,11.71,,978-2246834113,https://m.media-amazon.com/images/I/81ouKezQISL._SY522_.jpg,Grasset (15 janvier 2025),Correspondances et memoires
Notre guerre quotidienne,6.88,"Notre guerre quotidienne est un texte exceptionnel : c&#39est la suite du Journal d&#39une invasion, la chronique de l&#39invasion russe tenue par le grand écrivain ukrainien Andreï Kourkov. Entre août 2022 et février 2024, il raconte de l&#39intérieur le combat des Ukrainiens pour sauver leur pays. Dix ans après l&#39annexion de la Crimée, deux ans après l&#39invasion de l&#39Ukraine, Kourkov montre les tentatives de la Russie, depuis plusieurs siècles déjà, pour détruire la culture ukrainienne, c&#39est-à-dire la culture d&#39un peuple résolument tourné vers l&#39Europe. Qu&#39il parle du stress extrême des habitants face aux raids aériens, de la déportation des citoyens des régions occupées, de la corruption éhontée de certains membres du gouvernement ukrainien, du rôle de Zelensky, des crowdfundings pour soutenir l&#39armée ou des festivités de Halloween, Kourkov nous donne à voir le quotidien d&#39un peuple en guerre. Un quotidien parfois absurde, marqué par la résistance, la solidarité et une détermination sans faille. Écrit sur un ton tour à tour mordant, tragique ou humoristique, toujours sincère, Notre guerre quotidienne nous permet de mieux comprendre les enjeux du conflit ¿ mais aussi la manière dont il est vécu, au jour le jour, par la population.",978-2889830824,https://m.media-amazon.com/images/I/81r+xEPNsZL._SY522_.jpg,NOIR BLANC (6 février 2025),Correspondances et memoires
Condition de l&#39homme moderne,16.96,,978-2253101321,https://m.media-amazon.com/images/I/41bE08cEs0L._SY445_SX342_.jpg,Le Livre de Poche (21 octobre 2020),Correspondances et memoires
Vous ne détestez pas le lundi ...: ... Mais vous détestez la domination au travail,10.77,"En France, comme ailleurs, le mal-être au travail s’amplifie. Les travailleurs expriment leur mécontentement face à l’organisation, à l’utilité perçue et à la reconnaissance hiérarchique de leur entreprise. Tous les secteurs, y compris l’associatif et le service public, sont désormais contaminés par des formes de management absurdes et violentes qui font redouter le lundi matin.
En réponse à ce désenchantement, le patronat et le gouvernement optent pour l’indignation et la contrainte : plus d’arrêts maladie ? Imposons des jours de carence. Les démissions se multiplient ? Coupons les allocations chômage. Cette souffrance conduit à une mise au travail forcée.
Vous ne détestez pas le lundi est une invitation à se libérer des mythes du travail : présentéisme, mérite, psychologisation de la souffrance. Ce manuel de développement collectif propose une nouvelle culture de la révolte, capable de légitimer et de soulager les souffrances individuelles en faveur d’une insurrection globale, ancrée dans le réel.",979-1020923561,https://m.media-amazon.com/images/I/51nAQ9HGQNL._SY522_.jpg,Les Liens qui Libèrent (2 octobre 2024),Correspondances et memoires
"Chère Mamie, tu vas rire...",15.95,"Ce matin, la maîtresse nous a emmenés au musée à Bordeaux. C’était génial, enfin pas les peintures moches, mais de prendre le bus. Il y avait un cendrier argenté accroché au siège, et dedans j’ai trouvé un chewing-gum usagé. Je ne sais pas ce qui m’a pris, je l’ai attrapé et j’ai commencé à le malaxer comme de la pâte à modeler. J’ai fait une boule, un serpent, un coeur, puis j’ai fini par un chapeau. Un tout petit mignon chapeau vert. Ah ça, tu m’aurais vue, j’étais fière de moi avec mon tout petit mignon chapeau vert posé sur ma tête. Tu le savais, toi, que le seul moyen d’enlever le chewing-gum sur les cheveux, c’est de les couper ? Papa dit que je ressemble à un playmobil.
Gros bisous à toi et à papy.
Ginie
Les Maisons de Vincent est une association qui développe des lieux de vie – adossés à l’agroécologie – pour adultes autistes. www.maisonsdevincent.com",978-2253248804,https://m.media-amazon.com/images/I/718eXlicKiL._SY522_.jpg,Le Livre de Poche; Illustrated édition (22 novembre 2023),Correspondances et memoires
Code Source: Mes débuts,14.8,"Le récit des débuts de l&#39un des entrepreneurs et philanthropes les plus influents et révolutionnaires de notre temps. Code source ne porte pas sur l&#39âge d&#39or de Microsoft, ni sur la création de la Fondation Gates, ni sur l&#39avenir de la technologie. Il s&#39agit du récit personnel de ce qui a fait de Bill Gates l&#39homme qu&#39il est aujourd&#39hui : son enfance, ses premières passions, ses premiers engagements. C&#39est l&#39histoire d&#39une grand-mère pétrie de principes, de parents ambitieux, de ses premières grandes amitiés et de la mort subite de son meilleur ami ; de sa lutte pour s&#39intégrer, de sa découverte du monde du codage et des ordinateurs à l&#39aube d&#39une nouvelle ère ; de son adolescence, depuis ses escapades nocturnes dans un centre informatique jusqu&#39à la résidence universitaire où il a déclenché une révolution qui allait changer la face du monde. Cette histoire, son histoire, Bill Gates la raconte pour la première fois dans un livre éclairant et sincère, nous dévoilant une fascinante destinée américaine.",978-2080470522,https://m.media-amazon.com/images/I/71lr2BhaoyL._SY522_.jpg,FLAMMARION; Illustrated édition (4 février 2025),Correspondances et memoires
Correspondance: (1944-1959),15.71,"""Tu es entrée, par hasard, dans une vie dont je n&#39étais pas fier, et de ce jour-là quelque chose a commencé de changer. J&#39ai mieux respiré, j&#39ai détesté moins de choses, j&#39ai admiré librement ce qui méritait de l&#39être. Avant toi, hors de toi, je n&#39adhérais à rien. Cette force, dont tu te moquais quelquefois, n&#39a jamais été qu&#39une force solitaire, une force de refus. Avec toi, j&#39ai accepté plus de choses. J&#39ai appris à vivre. C&#39est pour cela sans doute qu&#39il s&#39est toujours mêlé à mon amour une gratitude immense."" Pendant quinze ans, Albert Camus et Maria Casarès échangent des lettres où jaillit toute l&#39intensité de leur amour. Entre la déchirure des séparations et les élans créateurs, cette correspondance met en lumière l&#39intimité de deux monstres sacrés au sommet de leur art.",978-2072873409,https://m.media-amazon.com/images/I/41e2QExEb+L._SY445_SX342_.jpg,Folio (1 janvier 2020),Correspondances et memoires
Le Sacré et le Profane,19.8,"""Le sacré et le profane constituent deux modalités d&#39être dans le monde, deux situations existentielles assumées par l&#39homme au long de son histoire. Ces modes d&#39être dans le Monde n&#39intéressent pas uniquement l&#39histoire des religions ou la sociologie, ils ne constituent pas uniquement l&#39objet d&#39études historiques, sociologiques, ethnologiques. En dernière instance, les modes d&#39être sacré et profane dépendent des différentes positions que l&#39homme a conquises dans le Cosmos ; ils intéressent aussi bien le philosophe que tout chercheur désireux de connaître les dimensions possibles de l&#39existence humaine."" Mircea Eliade.",978-2070324545,https://m.media-amazon.com/images/I/519kJkw3XlL._SY445_SX342_.jpg,FOLIO ESSAIS (1 janvier 1987),Correspondances et memoires
La gratitude,19.59,"Entre récit personnel et essai philosophique, Laetitia Strauch-Bonart pose les jalons d&#39une pensée de droite renouvelée pour le xxie siècle, à la fois attachée au passé et ancrée dans le présent. Depuis son enfance marquée par l&#39absence d&#39un père jusqu&#39à sa découverte du conservatisme britannique, elle retrace son cheminement intellectuel vers la droite libérale-conservatrice. De Jean-Claude Michéa qui fut son premier maître à penser au philosophe Roger Scruton qui devint son mentor, en passant par les aristocrates libéraux de la Révolution française, Chateaubriand, Guizot, Tocqueville, Raymond Aron, Friedrich Hayek ou encore Thomas Sowell, elle dialogue avec les grandes figures de la pensée libérale-conservatrice pour forger sa propre voie. À travers ce parcours intime et intellectuel, l&#39auteure esquisse une histoire subjective des droites françaises, de la Révolution à nos jours, et développe une vision politique qui promeut, en lieu et place de la facilité du ressentiment, le chemin de la gratitude - envers la liberté et la prospérité dont nous avons hérité, envers les institutions qui nous protègent, envers nos attachements particuliers, de la famille à la nation. Un livre ambitieux qui donne à la pensée de droite un visage à la fois exigeant et humain. Une réflexion nécessaire qui s&#39adresse à tous ceux qui s&#39interrogent sur ce que signifie être de droite aujourd&#39hui.",979-1032934180,https://m.media-amazon.com/images/I/31z58lGVRYL.jpg,L&#39OBSERVATOIRE (12 février 2025),Correspondances et memoires
Noces suivi de L&#39Été,12.75,"Je me souviens du moins d&#39une grande fille magnifique qui avait dansé tout l&#39après-midi. Elle portait un collier de jasmin sur sa robe bleue collante, que la sueur mouillait depuis les reins jusqu&#39au jambes. Elle riait en dansant et renversait la tête. Quand elle passait près des tables, elle laissait après elle une odeur mêlée de fleurs et de chair.",978-2070360161,https://m.media-amazon.com/images/I/41Nho5ayp4L._SY445_SX342_.jpg,FOLIO (27 janvier 1972),Correspondances et memoires
Une sacrée envie de foutre le bordel: Entretiens avec Jean-Louis Missika,14.59,"Des entrepreneurs qui ont fait fortune en partant de zéro, il n&#39y en a pas beaucoup en France. Un enfant de Créteil qui n&#39a pas fait d&#39études, qui a fait de la prison et qui est devenu milliardaire, vous pouvez chercher, il n&#39y en a pas d&#39autre. Ceci n&#39est ni une autobiographie, ni une interview. C&#39est une conversation entre amis qui raconte un homme, ses choix, ses regrets, ses espoirs. C&#39est l&#39histoire d&#39une réussite et du parcours invraisemblable qui y mène.",978-2080452146,https://m.media-amazon.com/images/I/61do+xif7RL._SY522_.jpg,FLAMMARION (25 septembre 2024),Correspondances et memoires
Le noeud démocratique: Aux origines de la crise néolibérale,5.3,"Le désenchantement du monde n&#39avait pas livré tous ses secrets. Il comportait une suite que l&#39on n&#39attendait pas. On le croyait achevé. Il n&#39en était rien. Il est allé silencieusement à son terme au cours des quatre ou cinq dernières décennies. La sortie de la structuration religieuse des sociétés a libéré cette fois toutes ses potentialités en engendrant un ""nouveau monde"" déconcertant. L&#39étrange crise de la démocratie qui affecte le monde occidental en est un des aspects les plus troublants. Elle est l&#39opposé exact de la crise totalitaire qui a ravagé le premier XXᵉ siècle. Celle-ci avait pour moteur l&#39aspiration à détruire la démocratie dite ""bourgeoise"" pour lui substituer des régimes supérieurs. La crise actuelle, à l&#39inverse, touche une démocratie dont les principes sont plébiscités, mais dont le fonctionnement n&#39en suscite pas moins une immense frustration et des fractures profondes au sein des peuples. Cette ""crise de la réussite"", comme il y eut un ""vertige du succès"" stalinien, est liée, montre Marcel Gauchet, à une lecture trompeuse de la nouvelle structuration collective née de l&#39effacement complet de l&#39empreinte sacrale. Elle induit une vision réductrice de la nature de la démocratie, aveugle au noeud qui tient ses éléments ensemble. Il faut la dire ""néolibérale"", dans un sens qui va bien au-delà de l&#39économie, même si elle consacre le règne de l&#39économie, puisqu&#39elle concerne tous les domaines de l&#39existence collective et en propose même un modèle global. Mais à l&#39exemple de l&#39expérience totalitaire en son temps, cette expérience qui en prend le contrepied a la vertu de mettre en lumière des conditions jusqu&#39alors mal identifiables de la bonne marche de nos régimes. C&#39est en fonction de ses enseignements que devra se repenser la démocratie de l&#39avenir.",978-2073085313,https://m.media-amazon.com/images/I/71KY9oKOx5L._SY522_.jpg,GALLIMARD (10 octobre 2024),Correspondances et memoires
