Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
Recueil de nouvelles,8.18,"« Mes doigts tremblent, mais je tape ce numéro, c’est le genre de numéro que l’on retient. Au début on s’y force, on s&#39y entraîne même, et puis il est gravé en nous, et quand on voudrait l’oublier, on n’y arrive pas... » « Il n&#39y a jamais de fin tant que la vie ne t’a pas imposée la mort. » A contrario de la routine. « En fait il faudrait bien définir le mot ""vivre"" pour continuer cette discussion. Si la ""vie"" se délimite à la respiration, alors oui je vis. Cependant si l’on associe la vie aux mots ""bonheur"", ""joie"", ""surprise"", alors non je ne vis pas. » La vie d&#39après d’un héros de guerre",978-2332671066,https://m.media-amazon.com/images/I/31kVFcbUitL._SY522_.jpg,Edilivre (28 avril 2014),Biographies
,11.27,,,,,Biographies
,10.26,,,,,Biographies
La mémoire à bout de souffle,16.8,"Ana met en lumière l’impact des évènements passés sur le présent. Elle raconte les témoignages, anecdotes, qu’elle a pu rassembler à travers les récits de sa famille, et en particulier ses grands-parents, concernant les années de la guerre civile et la dictature en Espagne. Une histoire saupoudrée de tendres souvenirs d’enfance, de moments douloureux et de profondes réflexions, qui mérite d’être racontée.
Basé sur des témoignages réels et sur la vie-même de l’auteur, ce livre rend hommage à ses ancêtres. Plongez dans cet émouvant récit situé entre interrogations et silences.",979-8311249164,https://m.media-amazon.com/images/I/81QA5-t2tDL._SY522_.jpg,Independently published (18 février 2025),Biographies
Le tatoueur d&#39Auschwitz,19.47,"L&#39histoire vraie d&#39un homme et d&#39une femme qui ont trouvé l&#39amour au coeur de l&#39enfer. Sous un ciel de plomb, des prisonniers défilent à l&#39entrée du camp d&#39Auschwitz. Bientôt, ils ne seront plus que des numéros tatoués sur le bras. C&#39est Lale, un déporté, qui est chargé de cette sinistre tâche. Il travaille le regard rivé au sol pour éviter de voir la douleur dans les yeux de ceux qu&#39il marque à jamais. Un jour, pourtant, il lève les yeux sur Gita, et la jeune femme devient sa lumière dans ce monde d&#39une noirceur infinie. Ils savent d&#39emblée qu&#39ils sont faits l&#39un pour l&#39autre. Dans cette prison où l&#39on se bat pour un morceau de pain et pour sauver sa vie, il n&#39y a pas de place pour l&#39amour. Ils doivent se contenter de minuscules moments de joie, qui leur font oublier le cauchemar du quotidien. Mais Lale fait une promesse à Gita : un jour, ils seront libres et heureux de vivre ensemble.",978-2290233795,https://m.media-amazon.com/images/I/71rslTpArCL._SY522_.jpg,J&#39ai lu (6 janvier 2021),Biographies
"Papa, viens me chercher !",6.85,,978-2253078289,https://m.media-amazon.com/images/I/81MURHG4PWL._SY522_.jpg,Le Livre de Poche (10 mars 2021),Biographies
Mystique et Politique,15.96,,978-2221146576,https://m.media-amazon.com/images/I/71nw+QTOmqL._SY522_.jpg,Bouquins (15 octobre 2015),Biographies
"Les hauts et les bas de Valéria: le roman qui a inspiré la série Netflix ""Valeria""",10.47,Quand Bridget Jones s&#39invite dans,978-2377358366,https://m.media-amazon.com/images/I/61JWWg32c7L._SY522_.jpg,Archipoche (8 octobre 2020),Biographies
Robert Oppenheimer - Triomphe et tragédie d&#39un génie,7.96,,979-1041416882,https://m.media-amazon.com/images/I/417eL0ayXWL.jpg,POINTS (7 juin 2024),Biographies
Les Fleurs du Mal Charles Baudelaire: Texte Intégral comprenant les Poèmes censurés et 35 Poèmes Nouveaux - 1861 - (Annotée d&#39une biographie),17.38,,979-8867600068,https://m.media-amazon.com/images/I/81E+dPHLxqL._SY522_.jpg,Independently published (14 novembre 2023),Biographies
"Jamais sans ma fille, tome 2 : Pour l&#39amour d&#39un enfant",12.01,,978-2266112345,https://m.media-amazon.com/images/I/61kr9j-ekXL._SY522_.jpg,Pocket (15 mars 1992),Biographies
Le Monde d&#39hier: Souvenirs d&#39un Européen,10.0,"Rédigé en 1941 au Brésil où le triomphe du nazisme en Autriche a contraint Zweig à émigrer, Le Monde d&#39hier raconte une perte : celle d&#39un monde de sécurité et de stabilité apparentes, où chaque chose avait sa place dans un ordre culturel, politique et social qui nourrissait l&#39illusion de l&#39éternité. Un monde austro-hongrois et une ville sans égale, Vienne, qu&#39engloutira le cataclysme de 1914. Dans ce qui est l&#39un des plus grands livres-témoignages sur l&#39évolution de l&#39Europe de 1895 à 1941, Zweig retrace dans un va-et-vient constant la vie de la bourgeoisie juive éclairée, moderne, intégrée, et le destin de l&#39Europe jusqu&#39à son suicide, sous les coups du nationalisme, de l&#39antisémitisme, de la catastrophe de la Première Guerre mondiale et de l&#39effondrement de l&#39Empire austro-hongrois, sans oublier le rattachement de Vienne au Reich national-socialiste. Ce tableau d&#39un demi-siècle de l&#39histoire de l&#39Europe résume le sens d&#39une vie, d&#39un engagement d&#39écrivain, d&#39un idéal d&#39une République de l&#39intelligence par-dessus les frontières. Chemin faisant, le lecteur croise les amis de l&#39auteur : Schnitzler, Rilke, Rolland, Freud, Verhaeren ou Valéry.",978-2070792191,https://m.media-amazon.com/images/I/91R+EOfbsOL._SY522_.jpg,Folio (1 avril 2016),Biographies
"Jean Cocteau : Les années Francine, 1950-1963",19.8,,978-2020614023,https://m.media-amazon.com/images/I/71oYYLGwwgL._SY466_.jpg,Seuil (12 septembre 2003),Biographies
