Nom,Prix,Description,Isbn,Photo,Editeur,Categorie
Crime and Punishment,9.97,,978-0140449136,https://m.media-amazon.com/images/I/81bAXZAp-GL._SY522_.jpg,Penguin Classics; Revised édition (30 janvier 2003),Poesie
Andalousie 11ed,14.5,"Un guide entièrement repensé pour découvrir l&#39Andalousie, en phase avec les nouvelles tendances du monde du voyage : abondamment illustré pour offrir un avant-goût de la destination, clair et synthétique pour construire facilement son itinéraire, riche en conseils et astuces pour des expériences au plus près des habitants.",978-2384922222,https://m.media-amazon.com/images/I/71gZz5+ZLsL._SY522_.jpg,Lonely Planet; 11e édition (13 juillet 2023),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,18.69,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,19.99,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Les Fleurs du Mal: Charles Baudelaire | Texte Intégral (Annoté d&#39une biographie),18.69,,979-8835326372,https://m.media-amazon.com/images/I/61aYXeVRjZL._SY522_.jpg,Independently published (10 juin 2022),Poesie
Bile Noire,6.57,,979-8308522164,https://m.media-amazon.com/images/I/71eLlYkfyVL._SY522_.jpg,Independently published (28 février 2025),Poesie
Et pourtant je m&#39élève,8.5,,979-1041400096,https://m.media-amazon.com/images/I/41N90hWVHaL._SY445_SX342_.jpg,POINTS; Bilingual édition (3 mars 2023),Poesie
La Petite anthologie de la poésie française,11.46,"De Ronsard à Grand corps malade, en passant par Baudelaire et Mallarmé, savourez les plus beaux poèmes de l&#39histoire de la littérature française !",978-2412044445,https://m.media-amazon.com/images/I/81L91lIZpbL._SY522_.jpg,First (21 mars 2019),Poesie
Giving Voice to Love: Song and Self-Expression from the Troubadours to Guillaume De Machaut,6.75,"Grafting musicology and literary studies together in an unprecedented manner,",978-0199757244,https://m.media-amazon.com/images/I/715kzicBzCL._SY522_.jpg,Oxford University Press Inc (15 décembre 2011),Poesie
Partir en c*** et en revenir.: Recueil de citations et poésies de Lalanguependue,14.93,"Si tu te sens un peu perdu.e, tu es au bon endroit.",978-2959610707,https://m.media-amazon.com/images/I/41NFWuQ63cL._SY522_.jpg,978-2-9596107 (8 décembre 2024),Poesie
Le Plâtrier Siffleur,9.84,"« Les contemplatifs, quels qu&#39ils soient, peuvent être des poètes connus comme tels, mais ça peut être aussi un plâtrier en train de siffler comme un merle dans une pièce vide, ou une jeune femme qui pense à autre chose tout en repassant du linge. » Ce texte est issu d&#39une conversation dans la forêt. Il a pour auteur les sapins austères et les fougères lumineuses. Il y est question, mieux que dans un salon, de nos manières de vivre, c&#39est-à-dire de perdre. Le nom merveilleux de cette perte est la poésie - ou si l&#39on veut : l&#39humain. Christian Bobin",978-2955211953,https://m.media-amazon.com/images/I/417RDS-yUnL._SY522_.jpg,Editions Poésis (17 février 2018),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,5.4,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,16.04,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,7.0,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,7.84,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
La Petite Fadette,14.37,,978-2253003748,https://m.media-amazon.com/images/I/81Smwb7wVSL._SY522_.jpg,Le Livre de Poche; le livre de poche édition (1 janvier 1984),Poesie
Ça ira,15.25,"Recueil de poésie sensible, qui aborde les émotions, l&#39hypersensibilité, la solitude, et le chemin progressif vers la guérison. De poèmes délicats, douloureux, qui se posent comme une thérapie pour le lecteur.

""Mais ce sont les mots,
Et l&#39art,
Qui m&#39ont sorti
La tête de l&#39eau.
Aujourd&#39hui je peux le dire :
Ça ira""",979-1022788854,https://m.media-amazon.com/images/I/81SiIdisOFL._SY522_.jpg,Bookelis (7 janvier 2021),Poesie
Floraison de l&#39âme et du cœur,19.92,Nouvelle Edition,978-2957456208,https://m.media-amazon.com/images/I/51UyiRIqkwL._SY522_.jpg,,Poesie
Jane Eyre,14.58,"Jane Eyre est pauvre, orpheline, pas très jolie. Pourtant, grâce à sa seule force de caractère, et sans faillir à ses principes, elle parviendra à faire sa place dans la société rigide de l’Angleterre victorienne et à trouver l’amour... Une héroïne qui surmonte les épreuves sans perdre foi en son avenir, une intrigue où se succèdent mystères et coups de théâtre, une passion amoureuse qui défie tous les obstacles : le plaisir de lire Jane Eyre est toujours aussi vif. Comme elle, on veut croire que rien n’est écrit d’avance et que la vie réserve des bonheurs imprévus.",978-2253004356,https://m.media-amazon.com/images/I/81PBPdRlZyL._SY522_.jpg,Le Livre de Poche; Le Livre de Poche édition (1 mars 2012),Poesie
No Longer Human,12.05,The poignant and fascinating story of a young man who is caught between the breakup of the traditions of a northern Japanese aristocratic family and the impact of Western ideas.,978-0811204811,https://m.media-amazon.com/images/I/41alKvN9GwL._SY522_.jpg,New Directions Publishing Corporation; 1er édition (1 février 1973),Poesie
Obra Completa De J. S. Papasseit/ Complete Works of J.s. Papasseit,11.82,"Allunyat de l&#39academicisme dels seus contemporanis i de l&#39ordre noucentista, Salvat beu directament del caràcter revolucionari de les primeres avantguardes, com el cubisme i el futurisme, però sense renunciar mai al millor de la tradició literària pròpia.",978-8481096477,https://m.media-amazon.com/images/I/71DYqOMN8eL._SY522_.jpg,Galaxia Gutenberg; 1er édition (1 janvier 2006),Poesie
Vingt poèmes d&#39amour et une chanson désespérée / Les Vers du capitaine,7.26,Édition bilingue,978-2070404216,https://m.media-amazon.com/images/I/714x5ZepKTL._SY522_.jpg,Gallimard; Bilingual édition (5 mai 1998),Poesie
L&#39Intégrale des haikus: Édition bilingue,6.9,,978-2757882658,https://m.media-amazon.com/images/I/81aOSO1wAkL._SY522_.jpg,POINTS; Bilingual édition (21 avril 2021),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,10.48,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,15.55,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
The Dawning Moon of the Mind: Unlocking the Pyramid Texts,16.47,"Buried in the Egyptian desert some 4,000 years ago, the Pyramid Texts are among the world&#39s oldest poetry. Yet ever since the discovery of these hieroglyphs in 1881, they have been misconstrued by Western Egyptologists as a garbled collection of primitive myths and incantations, relegating to obscurity their radiant fusion of philosophy, scientific inquiry, and religion. Now, in a seminal work, the classicist and linguist Susan Brind Morrow has recast the Pyramid Texts as a coherent work of art, arguing that they should be recognized as a formative event in the evolution of human thought. In The Dawning Moon of the Mind she explains how to read hieroglyphs, contextualizes their evocative imagery, and interprets the entire poem. The result is a magisterial religious and philosophical text revealing a profound consciousness of the world with astonishing parallels to Judeo-Christian culture, Buddhism, and Tantra. More than twenty years in the making, The Dawning Moon of the Mind is a monumental achievement that locates one of the origins of poetic thought in Western culture. Almost before science, art, and written language, these texts set forth the relationship between time and eternity, life and death, history and ideas. In The Dawning Moon of the Mind they emerge in their original luminosity and intelligence alongside a persuasive argument for their central importance to the history of language.",978-0374200107,https://m.media-amazon.com/images/I/91y2ZK0pcXL._SY522_.jpg,"Farrar, Straus & Giroux Inc; Reprint édition (8 décembre 2015)",Poesie
Danser sous la pluie,10.54,,978-2221276556,https://m.media-amazon.com/images/I/51JPOihm96L._SY522_.jpg,Robert Laffont; Illustrated édition (3 octobre 2024),Poesie
L&#39Iliade et l&#39Odyssée,19.28,,978-2221075999,https://m.media-amazon.com/images/I/71uUGcjOQQL._SY522_.jpg,Robert Laffont (7 mars 1995),Poesie
Coquins Challenges: 101 Endroits Insolites,19.44,« Coquins Challenges 101 Endroits Insolites »,,https://m.media-amazon.com/images/I/61c51uRKDTL._SY522_.jpg,Independently published (1 juin 2024),Poesie
Carpe diem: l&#39art du bonheur selon les poètes de la Renaissance,16.88,""" Vous serez au foyer une vieille accroupie Regrettant mon amour et votre fier dédain. Vivez, si m&#39en croyez, n&#39attendez à demain Cueillez dès aujourd&#39hui les roses de la vie. "" Ronsard. Inspirés par leurs prédécesseurs latins tels Épicure et Horace, les poètes de la Renaissance invitent à profiter de la vie et à goûter chaque jour comme si c&#39était le dernier. De Ronsard ou Du Bellay et leur exhortation à jouir des plaisirs de l&#39existence, aux mélancoliques Baudelaire ou Lamartine, le thème n&#39a cessé d&#39inspirer les poètes. Certains le fêtent, d&#39autres le fuient. Mais tous ont un seul ennemi : le temps. Alors ne le perdons pas : Carpe diem !",978-2290354827,https://m.media-amazon.com/images/I/71lLhsmi3OL._SY522_.jpg,J&#39AI LU (30 mai 2006),Poesie
Un merci de trop,15.29,"Parfois, le bonheur est à portée de main...",978-2266272919,https://m.media-amazon.com/images/I/61bBvO4CVSL._SY522_.jpg,Pocket (15 juin 2017),Poesie
Schizoquelquechose,13.8,"Signes
Quand ils le jugent nécessaire
Les outre-mondes font craquer l’air
Étincelles d’une matrice sentiente
Portails vers un autre monde
Avant que les intoxiqués ne deviennent intoxicateurs
Dans un engrenage ordonné
Avant que tous ne donnent des ordres
Qui nous désordonneront pour toujours
Partons",978-2850713125,https://m.media-amazon.com/images/I/71T3AGDVlfL._SY522_.jpg,Cent mille milliards (30 septembre 2024),Poesie
"Les quatrains, les plaisirs de la vie rustique et autre poésies",10.86,"Magistrat humaniste et moraliste prisé de son siècle et réimprimé sans cesse durant le suivant, Guy Du Faur, seigneur de Pibrac, aboute la première Renaissance et le temps des guerres de religion comme il marie la République des Lettres et le monde des praticiens du droit. Avocat général du roi, puis président au Parlement de Paris, il est un membre très actif de l&#39Académie du Palais de Henri III. Auteur de Plaisirs de la vie rustique et de Quatrains qui seront constamment récités et mémorisés au XVIIe siècle ― notamment par le futur Louis XIII ― et seront encore imités par Voltaire, Pibrac est un modéré proche de Michel de L&#39Hospital, qu&#39il met en scène dans son poème rustique. Donnant la première édition critique de cet humaniste gallican, Loris Petris décrit et localise enfin toutes les éditions parues du vivant de l&#39auteur. Il fournit une introduction biographique, l&#39analyse littéraire des textes édités, le texte annoté des Quatrains, des Plaisirs de la vie rustique et des sonnets.",978-2600009317,https://m.media-amazon.com/images/I/61r7DeW13NL._SY522_.jpg,Librairie Droz (1 mars 2004),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,15.7,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,6.98,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,5.22,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,17.75,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Cette lumière est mon désir: Le Livre de Shams de Tabrîz,12.72,"Jalâl al-din Mohammad Balkhi, dit Rûmî, (1207-1273) est avec Khayyâm et Hâfez un des plus grands poètes de la littérature persane et sans aucun doute une des plus grandes voix de la poésie mystique universelle. Dès l&#39âge de vingt-quatre ans il prend la suite de son père surnommé le ""sultan des savants"" et devient un maître spirituel respecté et admiré de tous suivi par des centaines de disciples. S&#39il rencontre au cours de ses voyages le poète Attar, l&#39auteur de la fameuse Conférence des oiseaux, puis le poète et philosophe soufi Ibn Arabi, c&#39est sa rencontre avec le derviche errant Shams de Tabriz en 1244 qui fait de lui le génial poète mystique que le volume que nous proposons donne à lire. Cette lumière est mon désir offre cent poèmes extraits du Livre de Shams de Tabriz, magnifiquement présentés et traduits par Jean-Claude Carrière et Mahin et Nahal Tajadod.",978-2072924361,https://m.media-amazon.com/images/I/715nZQKIahL._SY522_.jpg,Gallimard (19 novembre 2020),Poesie
Quatrains complets : au goût populaire,12.22,"Rayon : Poésie Editeur : Editions Unes Date de parution : 1988 Description : In-8, 80 pages, broché remplié, occasion, très bon état. Envois quotidiens du mardi au samedi. Les commandes sont adressées sous enveloppes bulles. Photos supplémentaires de l&#39ouvrage sur simple demande. Réponses aux questions dans les 12h00. ATTENTION : Les expéditions de plus de 2 kilos se voient appliquer un supplément de port. Un envoi en Mondial Relay est possible en France et en Europe. IMPORTANT : Le service économique d&#39envoi de livres à l&#39international ""livres et brochures"" prendra fin au 1er juillet 2025. Clients internationaux, profitez des derniers mois de ce tarif très avantageux. N&#39hésitez pas à vous renseigner avant de passer commande. Librairie Le Piano-Livre. Merci. Référence catalogue vendeur: 64712",978-2877040754,https://m.media-amazon.com/images/I/31SJA9C1HRL.jpg,Editions Unes (1 janvier 1988),Poesie
Fragments De Vie,5.64,,978-2958827977,https://m.media-amazon.com/images/I/41E5XK3nb4L._SY522_.jpg,Chambel Production (6 octobre 2023),Poesie
L&#39Oiseau des neiges,9.66,,978-2266278324,https://m.media-amazon.com/images/I/61eetHt+zZL._SY522_.jpg,Pocket (18 octobre 2018),Poesie
Pride and Prejudice,17.25,,978-0141439518,https://m.media-amazon.com/images/I/81NLDvyAHrL._SY522_.jpg,Penguin Classics; 1er édition (30 janvier 2003),Poesie
"La Divine Comédie : L&#39Enfer, le Purgatoire, le Paradis. illustree par Gustave Dore (Édition intégrale et annotée)",6.99,"La Divine Comédie est un poème de Dante Alighieri écrit en tercets enchaînés d&#39hendécasyllabes en langue vulgaire florentine. Composée, selon la critique, entre 1303 et 1321, la Commedia est l&#39œuvre de Dante la plus célèbre et l&#39un des plus importants témoignages de la civilisation médiévale.",979-8355145316,https://m.media-amazon.com/images/I/81blWM+0sfL._SY522_.jpg,Independently published (28 septembre 2022),Poesie
The Picture of Dorian Gray,13.58,,978-0141439570,https://m.media-amazon.com/images/I/61FdXlJX0-L._SY522_.jpg,Penguin Classics; 1er édition (4 février 2004),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,7.07,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
Murmure de l&#39ange: Recueil de poésie illustré,10.32,"Cette version numérique contient des illustrations accompagnant chaque poésie.

Parfois en vers, parfois en prose… Mes poèmes expriment les émotions à travers le temps, à la recherche de la plénitude en soi.
Ils sont un baume pour notre cœur, afin d’aider chacun à guérir ses blessures. Je les écris d’abord pour moi, comme une thérapie apportant la joie intérieure.
Écrire avec son âme, c’est traduire l’émotion du moment, en écoutant sa petite voix intérieure qui nous guide vers notre cœur…
Chaque poème, empreint de métaphores et d’images, exprime des réflexions sur la vie, l’éternité et le lien entre l’humain et l’univers. Ma poésie se veut un élixir pour les âmes, invitant à une transformation personnelle et collective, en célébrant la beauté des instants présents et l’espoir d’une unité harmonieuse.
« Murmure de l’ange » est un recueil de poésie invitant à voyager dans un univers onirique et contemplatif au travers d’une douceur apaisante…",979-8310209862,https://m.media-amazon.com/images/I/61OOGZUgsDL._SY522_.jpg,Independently published (10 février 2025),Poesie
L&#39Iliade et l&#39Odyssée: Édition complète et originale,6.55,"L’Iliade forme, avec l’Odyssée, l&#39une des deux grandes épopées fondatrices de la littérature grecque antique. Dès l&#39Antiquité, elle fait l&#39objet de nombreux commentaires et interprétations et engendre une postérité abondante, dont la principale épopée mythologique romaine, l’Énéide de Virgile, au ier siècle av. J.-C. Connue au Moyen Âge par des réécritures latines, l’Iliade est redécouverte dans son texte grec à la Renaissance. À partir de la fin du xviiie siècle, la compréhension du texte et de ses origines est renouvelée peu à peu par la question homérique qui remet en cause l&#39existence d&#39Homère. L&#39épopée continue d&#39inspirer les artistes et de susciter l&#39intérêt des hellénistes et des historiens jusqu&#39à nos jours.",979-8358582774,https://m.media-amazon.com/images/I/71hZJI4jJwL._SY522_.jpg,Independently published (16 octobre 2022),Poesie
"La Divine Comedie L&#39Enfer, le Purgatoire, le Paradis. édition intégrale et annotée",18.87,,979-8354849444,https://m.media-amazon.com/images/I/71KBMa5rF7L._SY522_.jpg,Independently published (26 septembre 2022),Poesie
Le murmure,19.55,"""Les poètes meurent au combat même quand ils meurent dans un lit. Ils livrent bataille toute leur vie."" Hanté depuis toujours par la mort, dès ses premiers écrits, Christian Bobin paria pour le salut par la poésie, plaçant sa vie ""sous une pluie de lettres noires et blanches"". Même le dernier instant du poète - qui meurt juste après avoir achevé son dernier livre - y était vu de façon prémonitoire : ""la bouteille d&#39encre noire renversée dans le fond de l&#39âme"". Commencé chez lui, au Creusot, en juillet 2022, poursuivi sur son lit d&#39hôpital durant les deux mois précédant sa mort, le 23 novembre 2022, Le murmure appartient à ces oeuvres extrêmes écrites dans des conditions extrêmes. Dans ce livre ultime, le plus humain des poètes se révèle être aussi le plus héroïque. À l&#39hôpital, celui dont le rire explosif sonnait comme un défi réalise à la lettre cette parole de Rimbaud : ""Je suis de la race qui chantait dans le supplice."" Le murmure est la trace d&#39une course entre l&#39amour et la mort. À la fin c&#39est l&#39amour qui gagne, faisant de ce chant un sommet d&#39humanité. Le destin qui s&#39achève sur une telle victoire ne s&#39arrête pas là. Il commence.",978-2073054609,https://m.media-amazon.com/images/I/61ITzC1RtZL._SY522_.jpg,GALLIMARD (1 février 2024),Poesie
Cahier des cahiers de blabla et du grand Sud,19.91,Un brin de est la muse parfaite,979-8303668874,https://m.media-amazon.com/images/I/61-21QERKcL._SY522_.jpg,Independently published (23 décembre 2024),Poesie
